item_id,order_id,product_id,quantity,unit_price
351,156,1,2,13386.32
352,156,45,3,874.84
353,156,32,1,802.85
354,157,27,2,8904.29
355,157,36,1,509.73
356,158,25,2,505.25
357,158,15,3,1025.43
358,158,17,3,4637.38
359,158,6,3,29314.62
360,159,27,1,8672.0
361,159,13,1,3546.9
362,159,5,3,8956.5
363,160,13,1,3663.35
364,160,21,1,338.04
365,160,2,1,24454.31
366,160,10,1,20429.37
367,161,15,1,964.1
368,162,14,2,6297.73
369,162,22,2,202.92
370,162,27,1,8846.24
371,162,20,1,429.07
372,163,5,1,9355.09
373,163,35,2,721.18
374,163,31,1,335.81
375,163,12,3,1266.39
376,164,16,3,1847.75
377,164,3,3,16264.6
378,164,13,1,3489.49
379,164,30,3,155.87
380,165,11,3,2608.31
381,165,41,3,191.48
382,165,3,2,16220.62
383,166,24,3,290.56
384,166,4,1,1459.42
385,167,21,3,335.73
386,167,1,1,12360.66
387,167,11,1,2519.26
388,167,18,3,1595.05
389,168,24,1,288.77
390,168,6,1,30556.82
391,169,41,3,192.11
392,169,4,3,1542.69
393,169,23,1,398.51
394,170,36,2,510.64
395,170,42,1,3055.76
396,170,23,2,407.95
397,171,3,2,16093.43
398,171,32,3,814.74
399,171,46,1,300.99
400,172,21,3,363.47
401,172,30,3,143.94
402,172,18,3,1543.84
403,173,17,2,4274.37
404,173,35,3,699.42
405,173,24,3,289.6
406,174,40,2,615.53
407,175,21,3,365.3
408,175,5,2,8719.91
409,176,36,2,494.5
410,176,10,2,19219.97
411,176,40,3,608.52
412,176,19,1,309.02
413,177,12,1,1247.96
414,177,3,1,15357.05
415,178,43,3,806.22
416,178,32,1,788.32
417,178,34,3,2042.55
418,178,40,1,624.77
419,179,42,1,2989.42
420,179,32,3,763.9
421,180,24,2,299.87
422,180,46,3,286.15
423,180,4,2,1435.73
424,180,40,1,626.59
425,181,7,3,44761.71
426,182,13,3,3542.85
427,182,34,1,2010.68
428,182,43,3,792.22
429,182,16,1,1846.9
430,183,44,3,495.36
431,183,30,1,144.04
432,183,45,1,903.49
433,184,43,3,794.45
434,184,11,2,2599.58
435,184,35,3,733.35
436,185,24,2,308.75
437,185,27,2,9096.56
438,185,41,3,199.91
439,186,36,2,521.95
440,186,17,1,4600.82
441,186,24,2,301.86
442,186,29,3,1251.6
443,187,1,1,13461.4
444,187,20,1,461.19
445,187,15,3,1031.2
446,188,7,2,45335.03
447,188,3,1,15623.0
448,189,15,2,958.23
449,189,17,2,4530.07
450,190,5,2,8704.64
451,190,21,3,356.08
452,191,39,3,244.03
453,192,6,2,29748.57
454,192,4,1,1554.43
455,192,22,1,203.93
456,192,23,3,416.1
457,193,4,2,1504.99
458,193,20,1,441.22
459,193,34,3,1943.19
460,193,3,1,16276.8
461,194,29,1,1262.9
462,194,39,2,256.13
463,194,37,1,288.0
464,194,33,1,1495.38
465,195,36,2,487.15
466,196,33,1,1496.14
467,196,28,1,498.39
468,196,45,3,905.41
469,196,9,3,19219.38
470,197,16,2,1848.79
471,197,5,2,9165.25
472,198,8,3,52540.99
473,199,23,2,402.75
474,199,13,1,3593.36
475,199,21,1,366.02
476,200,40,1,581.01
477,200,10,2,19311.02
478,200,29,3,1344.82
479,200,3,1,16382.31
480,201,40,2,569.87
481,201,10,3,20607.53
482,202,29,2,1261.2
483,202,31,3,338.94
484,202,2,3,25057.16
485,203,36,3,523.57
486,203,31,3,355.94
487,203,40,1,591.61
488,204,17,1,4301.09
489,205,45,2,858.82
490,205,40,3,625.67
491,206,25,3,487.59
492,207,7,3,45477.02
493,207,2,2,25020.35
494,207,19,3,287.03
495,208,32,1,773.94
496,208,39,3,260.62
497,208,35,3,728.8
498,209,3,1,16674.59
499,210,22,3,192.17
500,210,32,2,813.73
501,210,26,2,2834.05
502,211,33,1,1517.86
503,211,18,2,1661.43
504,212,36,2,485.31
505,213,26,1,2863.35
506,213,43,3,835.8
507,213,9,3,19707.1
508,214,27,3,8686.51
509,214,16,2,1872.71
510,215,29,1,1318.81
511,215,35,3,701.89
512,215,9,1,19687.88
513,216,45,1,892.71
514,216,46,1,303.67
515,216,34,3,2082.38
516,217,5,3,8655.59
517,217,36,2,515.94
518,217,35,1,714.87
519,218,27,3,9389.35
520,218,20,3,468.45
521,218,29,2,1253.79
522,219,7,1,43819.56
523,219,9,3,19221.19
524,220,39,1,253.67
525,220,15,2,956.99
526,221,9,3,19283.17
527,221,33,1,1551.78
528,221,39,2,248.35
529,221,31,1,338.29
530,222,27,1,9381.85
531,223,15,1,966.74
532,223,43,2,828.33
533,223,13,2,3564.73
534,223,14,2,6231.51
535,224,26,3,2746.63
536,224,3,3,16701.58
537,224,39,3,251.34
538,224,25,3,506.06
539,225,34,1,1989.33
540,226,16,3,1805.81
541,227,36,2,499.8
542,228,13,2,3477.85
543,229,19,2,292.85
544,229,30,1,151.83
545,229,11,1,2489.9
546,230,6,3,31312.48
547,230,33,3,1505.96
548,230,8,2,52540.87
549,230,12,2,1237.29
550,231,38,1,145.28
551,231,46,3,303.44
552,231,13,3,3602.74
553,231,30,3,152.48
554,232,8,3,52730.82
555,233,6,2,30679.6
556,233,34,3,2021.4
557,233,46,1,295.37
558,234,3,3,16579.24
559,234,11,1,2591.17
560,234,22,1,204.36
561,234,37,1,296.6
562,235,29,1,1249.32
563,235,19,1,312.77
564,235,41,1,201.44
565,236,1,2,13055.55
566,236,30,1,150.61
567,236,32,2,778.06
568,237,30,3,150.49
569,237,27,1,9342.91
570,237,29,2,1314.56
571,237,6,3,30959.33
572,238,4,1,1432.3
573,238,12,2,1238.82
574,239,43,3,826.01
575,240,22,1,197.35
576,240,6,1,28983.04
577,240,4,2,1515.65
578,241,30,2,155.43
579,241,38,1,153.0
580,242,24,2,309.26
581,242,25,1,488.66
582,242,5,1,8658.86
583,243,22,3,193.23
584,243,34,1,2021.4
585,243,27,1,9063.22
586,244,31,3,355.58
587,245,28,2,500.27
588,245,39,3,245.36
589,245,21,1,352.99
590,246,34,3,1945.57
591,246,41,2,208.54
592,246,32,1,768.49
593,246,12,2,1315.3
594,247,14,3,6298.34
595,248,3,3,15538.77
596,248,22,3,193.05
597,248,23,2,389.2
598,248,36,1,489.41
599,249,1,2,12792.79
600,249,8,3,53364.28
601,249,44,1,515.57
602,250,22,2,207.28
603,250,44,1,506.27
604,251,10,2,19923.94
605,251,41,2,207.51
606,251,30,1,153.99
607,251,35,2,703.54
608,252,36,1,502.86
609,252,35,2,719.94
610,252,2,2,23914.58
611,253,18,2,1676.33
612,253,2,3,25084.68
613,254,37,2,289.65
614,254,39,1,258.08
615,255,46,2,296.42
616,255,21,2,362.16
617,255,3,2,15922.05
618,256,14,1,5766.38
619,256,34,1,2054.53
620,256,20,1,446.48
621,257,31,3,336.93
622,258,31,2,336.55
623,258,34,1,2063.4
624,258,20,3,456.93
625,259,14,2,5931.56
626,259,3,3,15384.38
627,260,3,1,15732.28
628,260,44,1,479.19
629,260,39,3,255.11
630,261,37,2,303.15
631,262,21,1,341.55
632,262,13,3,3435.72
633,263,43,1,780.91
634,263,8,1,55427.93
635,263,18,3,1601.25
636,263,10,1,20084.05
637,264,18,2,1610.85
638,264,10,1,19141.53
639,264,46,3,310.73
640,265,4,3,1431.61
641,265,9,2,18151.26
642,265,2,2,24728.8
643,265,31,3,352.35
644,266,40,1,611.75
645,266,23,3,411.34
646,266,20,1,470.27
647,266,22,2,200.35
648,267,45,2,862.79
649,268,44,2,497.53
650,268,42,1,2892.15
651,268,46,3,291.77
652,269,26,3,2751.51
653,269,12,2,1292.93
654,269,45,1,859.93
655,270,23,2,397.45
656,271,19,3,301.23
657,271,23,3,383.16
658,272,21,3,354.22
659,273,35,3,692.95
660,273,30,3,145.18
661,273,26,1,2931.64
662,274,5,3,8937.04
663,274,22,2,200.34
664,274,14,2,6025.71
665,274,45,1,869.61
666,275,46,3,309.07
667,276,38,3,148.45
668,277,29,1,1274.06
669,278,5,3,9243.18
670,278,39,2,244.7
671,278,7,3,46735.74
672,278,44,1,484.91
673,279,38,1,152.83
674,279,41,3,192.02
675,280,25,2,483.81
676,280,40,3,621.61
677,280,37,2,301.1
678,281,28,1,503.13
679,281,46,3,313.54
680,281,23,2,412.87
681,282,4,1,1424.18
682,282,24,3,308.59
683,282,36,2,479.52
684,283,2,3,25224.4
685,283,16,3,1766.28
686,283,28,2,494.31
687,284,35,2,673.77
688,284,14,3,5929.77
689,284,43,2,826.16
690,284,12,1,1271.52
691,285,9,1,19280.92
692,285,1,1,13286.72
693,286,43,1,810.37
694,286,28,2,516.97
695,286,9,3,19197.41
696,286,6,2,30368.73
697,287,33,2,1477.31
698,287,28,1,495.25
699,287,36,1,502.89
700,287,29,3,1264.8
701,288,27,2,8579.16
702,288,35,1,703.76
703,288,37,3,295.07
704,289,45,2,895.85
705,289,6,1,30069.07
706,289,10,3,19175.93
707,289,34,2,2025.12
708,290,44,3,500.96
709,291,40,3,615.68
710,291,4,2,1492.11
711,291,22,2,200.47
712,292,27,2,8699.79
713,292,23,3,415.87
714,292,19,3,293.14
715,293,4,3,1449.39
716,293,41,1,202.11
717,293,31,2,359.78
718,294,19,2,286.52
719,295,18,2,1540.24
720,296,18,3,1536.89
721,296,17,1,4683.52
722,296,1,3,12545.51
723,297,24,1,298.55
724,297,12,3,1346.03
725,297,17,2,4716.78
726,297,45,1,907.59
727,298,32,2,778.06
728,298,27,2,9202.38
729,299,14,3,6204.07
730,299,37,1,303.25
731,300,4,1,1493.61
732,301,20,2,457.24
733,301,31,2,348.11
734,301,35,1,701.13
735,301,15,2,950.24
736,302,25,3,521.75
737,302,44,1,519.84
738,302,21,3,343.9
739,302,34,2,2021.09
740,303,22,2,202.07
741,303,18,2,1592.78
742,303,7,3,47144.79
743,304,34,3,2037.04
744,304,22,1,195.28
745,305,44,1,515.55
746,306,27,1,9021.74
747,307,23,1,380.41
748,307,15,3,958.23
749,307,19,3,303.68
750,307,17,1,4701.67
751,308,46,1,286.63
752,309,25,3,502.3
753,309,43,1,830.64
754,310,17,2,4571.2
755,310,19,1,303.15
756,311,28,2,486.89
757,311,45,1,878.98
758,311,43,1,789.64
759,312,4,2,1434.45
760,312,17,1,4548.62
761,312,12,1,1317.9
762,313,10,3,20536.39
763,314,40,1,623.72
764,314,42,3,2926.72
765,315,5,1,9063.2
766,316,29,1,1318.86
767,316,2,1,26081.19
768,316,32,3,790.25
769,317,45,2,905.71
770,317,22,3,203.13
771,318,31,3,339.43
772,318,28,2,521.66
773,318,26,2,2692.97
774,318,5,3,9390.49
775,319,22,2,190.15
776,319,44,3,478.57
777,319,20,3,464.87
778,320,6,3,29108.39
779,320,30,3,142.14
780,320,19,2,303.81
781,321,45,3,915.98
782,321,25,2,478.28
783,321,7,3,45713.73
784,322,9,1,18097.24
785,322,3,3,15580.6
786,323,5,2,9029.54
787,323,35,2,731.61
788,323,42,1,2860.16
789,323,20,1,441.71
790,324,26,1,2718.3
791,325,44,1,520.2
792,325,35,1,715.46
793,325,10,2,20306.65
794,325,38,2,155.07
795,326,16,3,1825.77
796,327,12,3,1240.54
797,328,7,1,47541.59
798,328,30,1,153.74
799,328,40,1,575.89
800,329,5,2,8852.63
801,329,13,3,3561.42
802,330,8,3,51076.88
803,330,44,1,512.18
804,330,37,3,289.24
805,331,8,2,51097.59
806,332,11,1,2483.67
807,332,45,3,857.71
808,332,24,1,307.7
809,332,36,3,504.61
810,333,2,1,23764.92
811,333,32,1,833.05
812,334,27,3,8663.24
813,334,45,1,911.57
814,334,31,3,347.27
815,335,12,3,1238.94
816,335,40,1,612.01
817,336,41,2,195.97
818,337,36,1,483.63
819,338,40,2,620.73
820,339,30,3,144.65
821,339,41,1,192.91
822,340,44,2,482.85
823,340,31,3,363.75
824,341,42,2,2934.54
825,342,17,1,4321.03
826,342,22,1,207.45
827,342,40,1,578.52
828,342,30,1,148.78
829,343,5,1,9198.24
830,344,27,2,8756.08
831,344,13,1,3438.16
832,344,44,1,485.88
833,345,13,2,3528.77
834,345,25,1,518.49
835,345,15,1,970.64
836,345,5,3,8958.5
837,346,24,3,294.77
838,346,9,2,18433.23
839,346,30,1,142.03
840,346,13,3,3344.92
841,347,8,2,52565.59
842,347,30,2,144.83
843,348,39,3,259.1
844,348,11,3,2616.49
845,348,41,1,190.77
846,349,14,2,5707.75
847,349,38,2,152.52
848,349,31,1,340.2
849,349,30,2,150.18
850,350,37,2,313.36
851,350,1,1,13637.61
852,351,28,3,493.73
853,352,29,2,1265.29
854,353,45,3,890.6
855,354,9,2,18503.24
856,354,23,1,379.69
857,355,11,3,2560.8
858,355,46,1,313.24
859,355,30,2,153.05
860,356,12,3,1316.33
861,356,24,3,286.16
862,356,41,3,195.67
863,356,30,1,145.97
864,357,45,3,925.47
865,357,40,3,573.9
866,357,35,2,715.48
867,358,33,3,1478.61
868,359,8,2,52286.64
869,360,24,2,289.29
870,361,36,3,512.65
871,362,22,3,191.31
872,362,16,2,1841.7
873,363,15,2,1038.75
874,363,21,3,355.29
875,364,4,2,1491.87
876,364,5,3,9023.01
877,364,24,1,298.11
878,365,29,3,1356.85
879,365,40,1,580.33
880,365,24,2,286.66
881,366,12,1,1269.89
882,366,19,3,288.47
883,366,5,1,9336.46
884,366,7,3,48078.64
885,367,19,2,313.04
886,368,31,2,347.04
887,368,23,3,379.91
888,369,5,1,9300.42
889,369,2,3,25360.67
890,370,38,2,150.39
891,370,22,3,199.6
892,370,42,3,2982.58
893,370,21,2,351.35
894,371,11,2,2466.99
895,371,17,2,4620.36
896,371,15,1,963.87
897,372,30,1,152.16
898,372,11,2,2419.6
899,372,40,1,619.33
900,373,11,1,2384.33
901,373,16,2,1812.41
902,374,17,3,4592.19
903,374,24,3,293.53
904,374,12,2,1253.27
905,374,14,2,6022.92
906,375,35,1,728.39
907,375,20,2,468.35
908,376,30,1,141.61
909,376,21,3,350.61
910,377,42,2,3117.75
911,377,46,3,303.99
912,377,19,3,305.83
913,378,22,1,191.82
914,378,45,3,864.56
915,378,8,1,52477.65
916,378,31,1,347.11
917,379,21,1,352.77
918,380,38,1,153.19
919,380,34,2,1938.17
920,381,35,2,711.38
921,382,33,2,1453.2
922,383,39,3,245.54
923,383,33,1,1531.37
924,383,4,2,1479.46
925,384,1,2,12749.53
926,384,19,2,310.19
927,384,23,1,387.66
928,385,27,3,9422.28
929,385,29,2,1328.7
930,385,19,2,288.22
931,385,11,3,2523.47
932,386,14,2,6291.98
933,386,20,3,470.85
934,387,38,2,142.87
935,388,41,3,198.25
936,388,18,3,1639.81
937,388,27,1,8728.36
938,388,12,2,1271.65
939,389,3,3,16382.75
940,389,20,1,427.76
941,389,38,1,143.84
942,389,32,2,835.44
943,390,8,2,51299.71
944,390,42,3,3042.42
945,390,43,1,768.59
946,390,19,2,298.79
947,391,39,3,245.56
948,392,37,3,298.28
949,392,28,3,514.88
950,392,17,2,4504.64
951,392,41,3,189.4
952,393,11,1,2453.94
953,393,38,3,143.57
954,393,4,1,1431.98
955,394,27,1,8809.89
956,394,41,3,201.77
957,394,23,1,399.55
958,395,7,1,46200.07
959,395,39,2,257.14
960,396,18,3,1577.02
961,396,44,3,502.99
962,396,45,1,855.21
963,397,24,2,311.59
964,397,32,1,767.23
965,397,27,1,9002.04
966,398,36,3,515.54
967,398,40,3,619.73
968,399,27,2,9373.39
969,400,9,1,18960.09
970,401,45,2,934.04
971,401,24,3,299.69
972,401,9,2,18376.23
973,402,2,1,25891.0
974,402,8,1,53995.63
975,402,15,2,961.57
976,403,6,3,30788.04
977,403,28,1,477.93
978,404,28,1,513.62
979,404,3,3,16148.07
980,404,13,2,3365.66
981,404,7,2,43898.14
982,405,43,1,832.57
983,405,1,1,13112.88
984,405,7,1,44549.03
985,406,2,3,26103.57
986,406,6,3,29542.52
987,406,10,1,20709.24
988,407,33,1,1438.91
989,407,37,3,306.87
990,408,46,2,289.19
991,408,13,3,3325.56
992,409,14,3,6209.74
993,410,24,2,304.19
994,410,45,1,870.31
995,410,38,2,156.17
996,410,12,2,1261.88
997,411,27,2,8660.29
998,411,8,1,53103.55
999,412,24,3,285.26
1000,412,46,2,298.81
1001,412,19,2,292.53
1002,412,36,3,510.79
1003,413,15,2,967.91
1004,413,36,1,518.7
1005,413,27,2,9394.13
1006,413,19,2,289.41
1007,414,44,3,506.91
1008,414,7,1,44247.44
1009,414,26,2,2771.18
1010,414,29,3,1361.04
1011,415,5,1,8853.78
1012,415,24,3,309.29
1013,416,8,2,54402.5
1014,416,15,3,1008.36
1015,416,28,3,521.12
1016,416,32,2,797.07
1017,417,32,2,767.68
1018,417,33,2,1497.4
1019,417,18,1,1619.53
1020,417,10,1,19058.49
1021,418,5,2,9159.28
1022,419,25,3,490.37
1023,419,39,2,252.04
1024,420,5,3,9225.42
1025,421,30,2,148.85
1026,421,13,2,3513.85
1027,421,19,3,300.39
1028,421,43,1,838.21
1029,422,25,2,489.75
1030,423,29,3,1319.71
1031,423,30,2,154.73
1032,423,3,1,15985.37
1033,423,12,1,1274.64
1034,424,32,2,811.79
1035,424,8,3,53207.78
1036,424,37,2,298.28
1037,424,44,1,499.33
1038,425,17,3,4578.4
1039,425,32,2,784.66
1040,425,38,1,150.35
1041,425,25,1,515.81
1042,426,38,2,147.22
1043,426,2,2,24611.87
1044,426,41,2,197.25
1045,427,43,1,778.83
1046,428,38,1,154.5
1047,428,6,1,29511.8
1048,428,45,1,902.45
1049,429,30,3,154.41
1050,430,18,3,1522.61
1051,430,2,2,24693.36
1052,430,45,2,883.04
1053,430,31,1,359.76
1054,431,45,3,872.56
1055,432,33,3,1468.95
1056,432,43,2,775.17
1057,432,22,3,205.91
1058,432,11,1,2584.06
1059,433,19,1,292.94
1060,433,17,3,4454.92
1061,434,40,3,619.62
1062,434,6,1,30274.58
1063,435,5,2,8933.4
1064,435,37,2,307.84
1065,435,34,3,2063.72
1066,436,28,2,484.03
1067,436,43,2,779.13
1068,436,35,3,695.73
1069,437,2,3,25039.56
1070,437,41,1,200.53
1071,438,43,2,833.93
1072,438,30,3,153.6
1073,439,37,1,294.94
1074,439,41,1,193.83
1075,439,4,3,1526.78
1076,439,34,2,2067.79
1077,440,21,2,340.87
1078,440,5,2,9130.42
1079,440,41,2,202.72
1080,440,14,1,5942.53
1081,441,10,1,19054.46
1082,442,30,2,147.84
1083,442,32,1,775.19
1084,442,36,2,480.86
1085,443,18,1,1622.07
1086,443,43,1,836.06
1087,443,36,2,513.08
1088,444,6,2,30303.79
1089,445,27,2,9153.49
1090,446,26,3,2894.94
1091,447,8,3,53000.32
1092,447,37,1,299.66
1093,448,32,3,768.82
1094,448,6,2,29486.87
1095,448,16,3,1841.68
1096,449,28,1,479.38
1097,449,14,1,6280.91
1098,450,27,2,9029.12
1099,450,17,3,4700.88
1100,450,38,2,149.68
1101,450,4,2,1526.39
1102,451,10,3,19734.49
1103,451,24,2,284.68
1104,451,31,3,332.76
1105,452,45,3,875.6
1106,453,20,3,432.03
1107,453,41,1,206.12
1108,453,45,2,854.76
1109,453,24,2,311.78
1110,454,20,2,436.0
1111,454,6,1,31246.63
